title,year_created,festival,description,source_description,artist_id,status,id,location,adress,images,updated_at
Екатерина,2023,STENOGRAFFIA,,https://vk.com/wall-17497334_17941,SPEKTR,,,56.828783° 60.619231°,"Куйбышева, 48","https://sun9-11.userapi.com/impg/zYZnl6NKc03KufoQlTe3wz7tB5KrHkWkqpMqaQ/knjsiXQ-_BU.jpg?size=2560x1707&quality=95&sign=4063f5bd7e814432b3ab48cf3ce71ff8&type=album
https://sun9-60.userapi.com/impg/GdjbIqxeFgLDCzQXOY6PrxTeWQGYPdt5B8LRwQ/GXPgr_YP0jw.jpg?size=2560x1708&quality=95&sign=6c009517741c03ff260bfc5ef2b05d73&type=album
https://sun9-30.userapi.com/impg/U0yt1wygE_oQtWUCEdYGbKPuiw-HLE4iJA0qYg/jFg5LErPiz4.jpg?size=2560x1708&quality=95&sign=9dd85d8bbe8dc3d9c96cf5b73c17479c&type=album
https://sun9-33.userapi.com/impg/9qCiUkq2T54AKYR65qk0IpVF0djj2G1TolEY3g/KVSqdfWXK00.jpg?size=2560x1708&quality=95&sign=548f27f1d43399759710abfe2e27752b&type=album",
Нежность спасет мир,2022,STENOGRAFFIA,,https://vk.com/wall-17497334_16636,Валерия Солодовникова,,,56.857573° 60.615445°,"Челюскинцев, 35","https://sun9-45.userapi.com/impg/LawPSm7rVdNsEQONqRXJcZRvYX8Js3KFEx0W7Q/jC3ut--AKGU.jpg?size=2000x1333&quality=95&sign=ace42a71f725540c4bb41fb4d45721de&type=album
https://sun9-69.userapi.com/impg/BnR_CrToXADBFXIheZo1IqfKsVYe2bpKDAB8Jw/6_xGV60nrIQ.jpg?size=2000x1333&quality=95&sign=ab8fd6e6b63eb5855f13beb621420bc4&type=album
https://sun9-10.userapi.com/impg/BpCqYuVZmLTF6VIE9OfsKXneoU3d_Ix6sceXHQ/Fe8baJO-vUw.jpg?size=2000x1333&quality=95&sign=f669e99e42339950719459be6e535346&type=album
https://sun9-13.userapi.com/impg/CrW48Rprp4Zxnp5KDoTa8kVcPYwSCg8RgrF3bA/kJFxKlihe5s.jpg?size=2000x1333&quality=95&sign=5ca26801ffb5a409a1f08f72b6cb5edc&type=album",
Одуванчик,2022,STENOGRAFFIA,,https://vk.com/wall-17497334_16556,Анастасия Москвина,,,56.836914° 60.606463°,Горького 29,"https://sun9-66.userapi.com/impg/zoMAZsqMzwXbOc2r5i2mp_o0EDNBKj34W7xNkg/YUrf5CIKin0.jpg?size=2560x1708&quality=95&sign=52cb60be722113f207e904457105f1f1&type=album
https://sun9-57.userapi.com/impg/0NaKlqFIg2SN-KX-BobmvXhlfCuUn8-xb37QLg/rZEuLbh-nG0.jpg?size=2560x1708&quality=95&sign=df63f15dc2b62d40c3593887981c3b13&type=album
https://sun9-31.userapi.com/impg/1xFl8gXsiRdG2FDFYg2jZbv0A_vFoHBEnCg4Ew/OMwM0V5JDi4.jpg?size=2560x1708&quality=95&sign=977000ea457b4fb242bb46d3c796eca8&type=album
https://sun9-22.userapi.com/impg/zQlfxWWkyjpaw1YEOpuG-3Sdx5KTQ6CE6NY6WA/zWjFI0C4EdE.jpg?size=2560x1708&quality=95&sign=bfe264d04175af91e2ce73841a90c39c&type=album",
Без названия ,2022,STENOGRAFFIA,,https://vk.com/wall-17497334_16538,Алексей Бархан,,,56.840448° 60.610331°,Толмачева 22,"https://sun9-34.userapi.com/impg/-yHFHXACKnku1Lug-wNEOQ-Ew7NvgSxJlH2kIA/8mFMg7F30Gc.jpg?size=2560x1708&quality=95&sign=c742a244ec4237f65b3aa124dd24dabd&type=album
https://sun9-43.userapi.com/impg/J8A6Sl6HtWcEb6akMH4gqrIuJ5encsu9MPKIrg/4pEKMNJVx74.jpg?size=2560x1708&quality=95&sign=d6542d6032d9a9f548241e5b61aacda3&type=album
https://sun9-2.userapi.com/impg/ulfJkWErYijahYdJTPEZd4cSmpE_PMxVTejyLg/OE8MfdWickY.jpg?size=2560x1708&quality=95&sign=446c5b098a6715cb3e6504ee8e61dd78&type=album
https://sun9-42.userapi.com/impg/ERAt_fi93tVFEjYM6XuqSLfpJ4pzA5y4xydc5w/uXYUxfLEm70.jpg?size=2560x1708&quality=95&sign=1be5a9d7f2f12575b5471714cd414528&type=album
https://sun9-18.userapi.com/impg/c3vVR8VyZuzqmNpBK5P72oA17fw3Xf0PfXwBBg/wXopPnnmLss.jpg?size=2560x1708&quality=95&sign=27233a6c0fa81487e49de785e6d52a9f&type=album
https://sun9-34.userapi.com/impg/zigWJT9NGFERR2Qxb3iMuNBrxvBLVIG8BItlkg/2tQqWEx4Rjc.jpg?size=2560x1708&quality=95&sign=1eb66a66926c709104e2c3700e695bc9&type=album",
Мир,2022,STENOGRAFFIA,,https://vk.com/wall-17497334_16448,Stenograffia,,,56.833738° 60.604663°,Добролюбова 3,"https://sun9-9.userapi.com/impg/W0sQlhC5jvtz1ofsIWxBxyY0YJJ6ltKP9qFnNA/k0-tnwqk_tE.jpg?size=2048x1365&quality=95&sign=13d846579adc3de3345febfbb6fd35c8&type=album
https://sun9-2.userapi.com/impg/VUcpt1S9Nb9zOumot5a7oiXdOcmBEehYKwy1UQ/6IljSaAjeHQ.jpg?size=2048x1365&quality=95&sign=dbb6519c5b8a2f3deb9f456bc8f82afa&type=album
https://sun9-52.userapi.com/impg/FwVMZKnVWS-4YQf5KFRhrQaLCe_xq2VmdjSR0w/s_7b7l2LmhE.jpg?size=2048x1365&quality=95&sign=0e6f30bcf395a92ce064c59b4bb1f74e&type=album
https://sun9-65.userapi.com/impg/X3gnSHkXPeogEMVCApsE5cmmLbutmN44oxMxjw/I43TjKo3Yxk.jpg?size=2048x1365&quality=95&sign=cab7e6d20f85ec4d39eeb1099a04aca0&type=album",
Ботаник фан,2022,STENOGRAFFIA,,https://vk.com/wall-17497334_16393,Крепкий палец,,,56.797277° 60.638008°,Белинского 181,"https://sun9-79.userapi.com/impg/5a5oVCzuIxNW9x_yLkICWS77xaE2fo4POXpQGA/4RjXNYlGGaI.jpg?size=2048x1366&quality=95&sign=830cf375c26d35913fcf5a616cc73fad&type=album
https://sun9-54.userapi.com/impg/zeKBNdKPX0WdWSqu4RcAlJ1KT39iDKv-QGJxpQ/GQ6jsTFnRoU.jpg?size=2048x1366&quality=95&sign=126a1b02d1b8566f965b6be1e0abedd6&type=album
https://sun9-4.userapi.com/impg/xxMIlxogZGYM-inLYJzigZcvElITQBTOgxCRWg/tc67hUCvV10.jpg?size=2048x1366&quality=95&sign=d3f1ed020e6d5797104692cddb4700e8&type=album
https://sun9-9.userapi.com/impg/LGgmcaA0Q8R8Ynp8dZhP_iEqnTouDIgLynmM4w/48OHPGot9hU.jpg?size=2048x1366&quality=95&sign=f3b4de0ba466837b34780a279338ac34&type=album",
Посмотри наверх,2022,STENOGRAFFIA,,https://vk.com/wall-17497334_16346,Тимур Fork,,,56.829495° 60.56628°,Крауля 7,"https://sun9-31.userapi.com/impg/HdejeVOzcgyC1cpkgLiN1gfvrORqGVahp-SGdg/zVY5zn4vo78.jpg?size=2048x1366&quality=95&sign=27414c649fa65e3c53d0862a52bf5f26&type=album
https://sun9-79.userapi.com/impg/ntNk-Ebs8HE8HT1wUYS5vm3mM-H94jNyygT51Q/FXq76eanK7g.jpg?size=2048x1366&quality=95&sign=31fce9241709ecd880b096ad36df6468&type=album
https://sun9-64.userapi.com/impg/WsIXs3GiaDSo_vPYhWW7kYBIbPL1x2yE4dDHbw/zoqQjbqXSzY.jpg?size=2048x1366&quality=95&sign=5e50750f5447d13b32645d865d34fabd&type=album
https://sun9-60.userapi.com/impg/3XzeMAI9uzr3KBD5Yt5xwNk0iPvWt2u0DhsJmg/kNbWf00SMYI.jpg?size=2048x1366&quality=95&sign=6cc753d4e9e76923945ba2e799c02929&type=album",
Веселые картинки,2022,STENOGRAFFIA,,https://vk.com/wall-17497334_16268,Анастасия Вокина,,,56.83433° 60.567367°,Венгерских коммунаров 10,"https://sun9-56.userapi.com/impg/aciMeDCuLkbX1MzvgAh8QLmFwmlaZdSpmsV3cQ/Um2Xb4sCRl0.jpg?size=2048x1366&quality=95&sign=6c1b2a621fefb73b19186eb417284b90&type=album
https://sun9-22.userapi.com/impg/YWSGN-C4EzRdme9kRYTMdBF4EAP3IGpKBTEdzA/L_CE25yNUW0.jpg?size=2048x1366&quality=95&sign=6cdd44162c15a921beef5e4cbc3f3ae0&type=album
https://sun9-45.userapi.com/impg/_qTqIop3i8Y4MOc9XWYrFkejHQxoY_8rHuG0uw/UUzyvqBpnJs.jpg?size=2048x1366&quality=95&sign=de47c44739f5c613bdc5ce2add1b3089&type=album",
Тихое пастбище,2022,STENOGRAFFIA,,https://vk.com/wall-17497334_16260,Андрей Люблинский ,,,56.896505° 60.620386°,"Кобозева, 29б","https://sun9-79.userapi.com/impg/KRJ6tn4a-bdZRSdOm9nTi0_L6q7qemjgwDjleA/k7ZaMXh4NrE.jpg?size=2048x1366&quality=95&sign=5ad1609f602075a3fbef364ac58c84f3&type=album
https://sun9-14.userapi.com/impg/m5rGlkPd0WHYyH3CFWKASCGyyflHUvuAluBUlw/mEWPn5XGHoU.jpg?size=2048x1366&quality=95&sign=c5575950080e536ad85f2fcdcea290de&type=album
https://sun9-2.userapi.com/impg/iD9dX2D7iAHuLz6rp7Ik961R3Y6FRngn9OkMpg/gV0_tvQWBJc.jpg?size=2048x1366&quality=95&sign=b2edc799afe89da9c5e32c30be852742&type=album
https://sun9-64.userapi.com/impg/JbUZf5Sj31Fr5FReDjpG2dinG2a36Ml2khRBvA/G8ZKl267BG4.jpg?size=2048x1366&quality=95&sign=d103fe9cb944362bb292703367aa47fc&type=album",
Тропа Героя,2022,STENOGRAFFIA,,https://vk.com/wall-17497334_16239,Rainessence ,,,56.844189° 60.592853°,Октябрьская 2,"https://sun9-22.userapi.com/impg/Xu4conF4sGxVR6V2QXrCgxSM-W8pxoa6yvyw0Q/wTRWE28bX2w.jpg?size=2048x1365&quality=95&sign=1527cf84c308545215da0afbf2739fee&type=album
https://sun9-58.userapi.com/impg/dBRgY8yibEpe1dt7ORPpYtpD92qdMjKbAqr8Eg/Ok-0C6EdPtQ.jpg?size=2048x1365&quality=95&sign=529e37f1ec081da1540135e3df0880bb&type=album
https://sun9-49.userapi.com/impg/9mTKG6cHGzX_HlnqBlCKJEkkfQuuNbtqwpmZVA/aRKYTdaYu2c.jpg?size=2048x1365&quality=95&sign=9feb5c278d8eabb2f95f42b04192c4fd&type=album
https://sun9-28.userapi.com/impg/_hnZXOCSYG-zbJbN8rE_jVo5dogkEes0xt5HBg/kEENuBTp0gE.jpg?size=2048x1365&quality=95&sign=3a4e69ec3460dd73c481b177ee797749&type=album",
Сон,2022,STENOGRAFFIA,,https://vk.com/wall-17497334_16218,Кирилл Бжедугов ,,,56.827512° 60.55956°,Токарей 68,"https://sun9-79.userapi.com/impg/JG0mts66RiVpdS2jRGFGty8lcBevIUFTNOFq1Q/89ro3L9vbKc.jpg?size=2048x1366&quality=95&sign=b4ad9c8da7c3d40eaf6830a958ae1272&type=album
https://sun9-36.userapi.com/impg/xUHnSvk5EJjCuT_RIQtq0qrur-I5gOdoyQjdRw/_UaVQL0uBEk.jpg?size=2048x1366&quality=95&sign=1578759e5b7da7390898d61703b4dadb&type=album
https://sun9-40.userapi.com/impg/xw6nptlnVaq1GrZD7f8ba2l_8nysbua_2WM_Cw/S-_MtSFTZ_E.jpg?size=2048x1366&quality=95&sign=d2ffae1fb477e60788a225103edfc6d2&type=album",
Две крепости,2022,STENOGRAFFIA,,https://vk.com/wall-17497334_16206,Дмитрий Ламонов,,,56.828609° 60.665352°,"Анны Бычковой, 10","https://sun9-27.userapi.com/impg/WEs4z0lTBpoCK3wrbgvMgjOg6yWLYZzAiOw-sw/fMaLrqtn8zk.jpg?size=2048x1365&quality=95&sign=686cb9dd6a2350b06b3a9fa7eef10772&type=album
https://sun9-78.userapi.com/impg/Mt9c4Kq2GXR6UnpOMIjwdLTIslH81eXBc03CIQ/FYuK__eyk9s.jpg?size=2048x1365&quality=95&sign=9a559b244e614f45eafd75ef52a27032&type=album
https://sun9-75.userapi.com/impg/I3p4TQBPkDI-uDBqGcSYxWkj0TytINxvql2v9A/v6gUJevNlp4.jpg?size=2048x1365&quality=95&sign=2a157ab3fdd77630ca383e853409e578&type=album",
Портрет с гусем,2022,STENOGRAFFIA,,https://vk.com/wall-17497334_16173,Кирилл Бородин ,,,56.823817° 60.59207°,"Народной Воли, 21","https://sun9-28.userapi.com/impg/-hEXpCMGIC-gi8zsPsV3xhpB1mX0cKGIjV9E_w/_RG2u0tVfOs.jpg?size=2048x1365&quality=95&sign=9ccaf17dcff42795a157cc092a85ae52&type=album
https://sun9-61.userapi.com/impg/iUfiKoy7N_CI1qGgsbasrcrnPdp__ghSkoQhsw/aYyGCZluP50.jpg?size=2048x1365&quality=95&sign=7f1f1d522413cf0053c965067db13154&type=album",
Madzarevic,2022,STENOGRAFFIA,,https://vk.com/wall-17497334_16150,Wuper Kec,,,56.834313° 60.606616°,"Малышева, 56А","https://sun9-54.userapi.com/impg/S97MwQS2nYhdfMGgQcqXnsd8VbTo-7-SRXzZdQ/R5QOLuEQrdE.jpg?size=2048x1365&quality=95&sign=aa8309e0c8cf9a84da3b654f6b8213ed&type=album
https://sun9-43.userapi.com/impg/LyqO6iB8nu_w8AbBv_nz6fFv-gd4yHv9GzUEWQ/Vuvv76jlmvY.jpg?size=2048x1365&quality=95&sign=6ac26059e4a6e70393af2c9966c18a5e&type=album
https://sun9-73.userapi.com/impg/agTd0c5kB41L5MWAZpQ64iLHWoR5bzSjDmNWeA/7b3TmM6fKgc.jpg?size=2048x1365&quality=95&sign=dc65adf27fa30f85ea3a36b92d8594a2&type=album",
Расстояние,2022,STENOGRAFFIA,,https://vk.com/wall-17497334_16089,Станислав Алерт ,,,56.824471° 60.657158°,"Сибирский тракт, 29Б","https://sun9-50.userapi.com/impg/7A2LyRS7qVQGSu89BbbQOHl_n_4Iyd84raS93g/r8jGnrhPMBI.jpg?size=2048x1365&quality=95&sign=396097900d75007bc441f9b1ef0f7a95&type=album
https://sun9-34.userapi.com/impg/C-BNcU-QI3trhsVhmwP2jnMsYytWzPPA5Ufm9w/xXh6CAsYAGY.jpg?size=2048x1365&quality=95&sign=e1963c8231ab1dc5b97e9e20c6dbfd7d&type=album
https://sun9-41.userapi.com/impg/siihahD1cshWkDz3Jt8egaLWjNnQhlMpfbSdQA/crUOVBnqfBs.jpg?size=2048x1365&quality=95&sign=8f61028232ca063b83f1ce3c49c2e11f&type=album",
Медведь и соболь,2022,STENOGRAFFIA,,https://vk.com/wall-17497334_16082,Светлана Растебина,,,56.835076° 60.61392°,"Белинского, 6Б","https://sun9-66.userapi.com/impg/UaGEu-u1lqBXN9zBorl6kku-PMI89ypPCH7Lxw/4TzcUZ3Dly8.jpg?size=2048x1365&quality=95&sign=b93abfef02784713415af6f3263a4c33&type=album
https://sun9-42.userapi.com/impg/zrUdymvKlW_LqZt7UWOzCaizg6mQcmLRAY6r3g/2WZEkJW7IuM.jpg?size=2048x1365&quality=95&sign=6ff097b57b3739c3fc7f2dd7987b4e4b&type=album
https://sun9-77.userapi.com/impg/LbmBnR6cOpzkuRdW9XbH9JPbgCeWdb_lr3sfEg/sewqsyCFO1o.jpg?size=2048x1365&quality=95&sign=b2b9453f1538d4dee4137b5babbe11f3&type=album
https://sun9-6.userapi.com/impg/aXT5i0mCN6aE1kf3d-6VjWSQk7pKIjjm4lqa7w/FidoZ_JkpOA.jpg?size=2048x1365&quality=95&sign=a0a4a118371cc382ae84867d0a0260ee&type=album",
Приморская романтика,2022,STENOGRAFFIA,,https://vk.com/wall-17497334_16049,Дмитрий Лучинин,,,56.756888° 60.700818°,"Альпинистов, 27","https://sun9-21.userapi.com/impg/tV6EkcXeJTHAFPgwn7e1vUv1tprTlNZaOFalHA/dF0aXq6FXYE.jpg?size=2560x1707&quality=95&sign=d642529d2d6a504b2f72951b34fddd54&type=album
https://sun9-57.userapi.com/impg/bcrJgoZ9qW2ktaXnpqE3y06Ofj0jZhyBZIOWPQ/0h3tZiL0D10.jpg?size=2560x1707&quality=95&sign=08d7a81a3439aaf531227ab8adce346c&type=album
https://sun9-25.userapi.com/impg/mXyby1Jw11NOPGw6YP7tI0paLlu8-bbvcxUrVg/WvkSeoxJ8ZY.jpg?size=2560x1707&quality=95&sign=0fb49121035574ed7b638b550d52a858&type=album",
Ежик,2022,STENOGRAFFIA,,https://vk.com/wall-17497334_16064,Stenograffia,,,56.896741° 60.621027°,"Старых Большевиков, 73а ","https://sun9-4.userapi.com/impg/hTXi76SAMpZr6slCKMABr1nOItMJhlL3TNrZDg/BF2zkqwLk_M.jpg?size=2560x1707&quality=95&sign=4ae50ae25fb1712a34ec25efc81940c2&type=album
https://sun9-72.userapi.com/impg/IsdPnv1jpfd0MG-CGjkYk9BPqN0w54h4KJsLXQ/KK1ETOqwQKk.jpg?size=2560x1707&quality=95&sign=ff1e922fd27052387dbdb24f37965dcb&type=album",
